x,y,Total number of holdings (c288),Total Area (c1),Total Crops & Fallow (c35),Rough Grazing Area (c7),Woodland on holding (c8)
194000,200000,7.3,338,6.7,38.8,5.6
194000,202000,0,0,0,0,0
194000,204000,4.9,248.9,6.4,5.7,3
194000,206000,6.5,331.9,8.5,7.6,4
194000,208000,7.2,287.1,9.1,17,7
194000,210000,11,350.6,6.7,32.8,7.6
194000,212000,8.7,300.6,5.6,6.4,5.6
194000,214000,4.6,91.9,1.7,3.2,0.9
194000,216000,9.9,304.5,5.7,5.8,3.4
194000,218000,5.3,227.9,6.2,1.8,3.5
194000,220000,8.3,344.5,7.8,0,4.1
194000,222000,10.3,361.4,7.5,0,4.5
194000,224000,9.9,372.7,3.2,52.5,4.1
194000,226000,8.3,334.2,6.3,21.4,3.6
194000,228000,9.4,295.1,5.3,5.3,2
194000,230000,7.9,302,5.5,0,8.8
194000,232000,6.5,278.4,7.5,0,0.4
194000,234000,9.9,312.9,6.8,0,9.5
194000,236000,6.8,219.3,7.9,9,14.1
194000,238000,3,61.8,2.4,8,0.7
196000,40000,1.5,226.2,6.8,9.9,0
196000,42000,6.1,468,11.1,12.4,1.5
196000,44000,10.3,398.5,10.2,18.9,6
196000,46000,7.4,355.9,9.3,10.2,4.8
196000,48000,7.4,355.9,9.3,10.2,4.8
196000,50000,10.5,291,7.8,0.4,7.1
196000,52000,14.4,328.4,9.1,0,9.7
196000,54000,7.2,164.2,4.6,0,4.8
196000,56000,6.3,135.2,2.8,0,2.4
196000,58000,11.4,238.5,2.6,0,0.7
196000,60000,13,317,3.6,89.5,2.7
196000,62000,11,340.7,5.1,89.5,5.4
196000,64000,8.9,364.4,7.8,0,8.2
196000,66000,8.9,364.4,7.8,0,8.2
196000,68000,7.1,397.1,10.4,25.3,4.6
196000,70000,7.1,397.1,10.4,0,4.6
196000,72000,7.1,397.1,10.4,0,4.6
196000,74000,4.8,313.2,12.7,4.8,0.7
196000,76000,4.8,313.2,12.7,4.8,0.7
196000,78000,5.6,338.9,12.3,15.6,0.5
196000,80000,3.1,182.3,5.9,13.2,0.2
196000,192000,0,0,0,0,0
196000,194000,6,416.3,9.8,61.7,2.8
196000,196000,0,0,0,0,0
196000,198000,5.5,253.5,6.7,0,4.2
196000,200000,11.5,342.6,8.1,0,7.6
196000,202000,3.8,103.9,1.5,2.6,0.3
196000,204000,1.9,78.9,3,0.7,0.5
196000,206000,5.7,225.8,8.3,6.5,3
196000,208000,7.6,293.8,10.6,5,5.1
196000,210000,8.3,283,7.7,88.5,2.7
196000,212000,7.2,342.4,7.5,3.2,16.7
196000,214000,5.9,282.4,7.6,3.2,6.7
196000,216000,7.2,311,8.7,3.6,7.2
196000,218000,5.3,227.9,6.2,16.4,3.5
196000,220000,7.5,339.6,9.2,43.8,3.6
196000,222000,7.3,329,7,30.7,1.5
196000,224000,9.1,329.7,6.3,21.1,3.4
196000,226000,9.1,329.7,6.3,21.1,3.4
196000,228000,9.6,380.3,5.2,5.3,6.1
196000,230000,7.9,336.1,4.6,52.7,10.4
196000,232000,6.1,327.2,5.2,100.6,12.9
196000,234000,8.7,317.7,6.8,0,10.6
196000,236000,12.3,381.5,11.2,59.1,20.4
198000,40000,4.6,241.9,4.3,7.2,1.5
198000,42000,6.1,322.5,5.7,7.2,2
198000,44000,8.2,360.5,7.9,14.3,4
198000,46000,10.3,398.5,10.2,18.9,6
198000,48000,10.5,371,8.9,14.2,5.2
198000,50000,8.6,195.9,5.1,0,5.7
198000,52000,8.5,202.7,4.7,0,4.5
198000,54000,5.6,137.5,1.2,37.4,2.6
198000,56000,6.4,154.3,0,178.3,3.1
198000,58000,13,317,4.9,0,2.7
198000,60000,9.8,237.8,3.6,0,2
198000,62000,9.5,333.8,5.4,0,9.7
198000,64000,9.5,333.8,5.4,0,9.7
198000,66000,9.2,349.1,6.6,47.9,9
198000,68000,5.3,297.8,7.8,12.6,3.5
198000,70000,8.3,332.5,8.6,1.1,4
198000,72000,3.4,185.2,6.4,3.8,3.1
198000,74000,6.6,353.5,11.2,1.2,5.9
198000,76000,6.2,351.9,11.5,4.7,2.4
198000,78000,7.7,415.9,11,48.1,0
198000,80000,3.9,207.9,5.5,24.1,0
198000,194000,1.5,186.9,2.8,39.3,0
198000,196000,3.1,373.8,11.1,0,0
198000,198000,4.8,337.9,10.9,0,2.7
198000,200000,5.4,179.4,4.2,2.6,1.6
198000,202000,12.8,358.4,7.6,10.9,6.6
198000,204000,6.5,233,8.2,4.3,4
198000,206000,7.7,315.4,11.9,1.4,2.1
198000,208000,7.6,301.7,10.9,1.4,1.8
198000,210000,7.3,260.4,8,0,1.1
198000,212000,6.5,322.4,8.8,0,14.4
198000,214000,7.2,411.9,11.2,94.9,19.7
198000,216000,9.1,416,6.1,0,5.4
198000,218000,8.3,373.9,6.5,0,3.4
198000,220000,5.6,254.7,6.9,43.8,2.7
198000,222000,7.3,329,7,15.4,1.5
198000,224000,10,393.9,5.3,0,2.8
198000,226000,10.4,406.3,4.8,0,5.1
198000,228000,10.3,338.6,5.2,0,3.5
198000,230000,7.4,297.8,1.2,177.7,5.2
198000,232000,1.5,85.9,0,50.7,4.3
198000,234000,8.1,354,8.3,29.5,14.3
198000,236000,8.2,315.1,6.1,99.4,15.7
198000,238000,2.8,81.1,1.6,29.5,3.1
200000,38000,1.5,80.6,1.4,2.4,0.5
200000,40000,4.6,241.9,4.3,7.2,1.5
200000,42000,7.3,314.1,5.5,7.2,2.2
200000,44000,5.5,144.3,2.5,0,1.4
200000,46000,8.1,244,5,4.7,2.9
200000,48000,8.3,216.5,3.7,0,2.1
200000,50000,11,288.7,4.9,0,2.8
200000,52000,5.5,144.3,2.5,0,1.4
200000,54000,5.5,144.3,2.5,24.9,1.4
200000,56000,0,0,0,0,0
200000,58000,6.5,158.5,2.4,0,1.3
200000,60000,12.9,319.5,3.6,53.3,2.7
200000,62000,12.1,328.3,5.1,3.4,3.4
200000,64000,9.6,343.1,5.6,6.9,7.5
200000,66000,7.2,259.7,4.3,6.9,5.1
200000,68000,1.8,99.3,2.6,0,1.2
200000,70000,8.2,319.1,9.8,8.8,4.8
200000,72000,6.8,370.4,12.8,0,6.3
200000,74000,7.3,366.5,10.5,0,7.8
200000,76000,7.5,365.2,9.7,0,8.3
200000,78000,7.6,390.5,10.4,28.6,4.2
200000,80000,3.9,207.9,5.5,24.1,0
200000,196000,3.1,373.8,8.3,39.3,0
200000,198000,6.5,302.1,10.8,8.9,5.3
200000,200000,6,259.1,5.4,13.9,1.3
200000,202000,14,555,18.7,28.5,11.2
200000,204000,2.7,75.3,2.3,2.8,3
200000,206000,1.5,170.9,5.2,0,16.4
200000,208000,9.6,447.5,12.2,16.6,13.3
200000,210000,6.3,232,3.9,17.7,3.8
200000,212000,4.1,294.5,7.1,9.4,16.9
200000,214000,5.5,390.6,9.5,36.9,23.8
200000,216000,7.3,400.4,6.6,36.7,12.9
200000,218000,9.2,408.2,3.8,27.4,3.3
200000,220000,8.7,388.4,4.6,29,2.8
200000,222000,5.5,582.8,4.7,28.1,3.5
200000,224000,10.9,415.5,4.8,0,3.3
200000,226000,10.1,369.9,4.8,92.2,1.7
200000,228000,9.7,313.3,6.9,0,0
200000,230000,10.9,280,2.8,88.9,0
200000,232000,10,442.2,4.3,169.1,8.7
200000,234000,6.8,347.2,8.1,0,9.8
200000,236000,8.2,302.7,0,270.3,6.7
200000,238000,10.7,292.2,7.5,0.3,1
200000,240000,5.3,146.1,3.7,0,0.5
202000,42000,2.8,72.2,1.2,0,0.7
202000,46000,2.8,72.2,1.2,0,0.7
202000,48000,8.3,216.5,3.7,0,2.1
202000,50000,5.5,144.3,2.5,0,1.4
202000,52000,2.8,72.2,1.2,0,0.7
202000,54000,8.3,216.5,3.7,0,2.1
202000,56000,11,288.7,4.9,99.5,2.8
202000,58000,9.1,235.5,3.6,0,2.2
202000,60000,12.6,326.7,3.5,53.3,3
202000,62000,11.1,339.6,5.3,6.9,4.2
202000,64000,9.7,352.4,5.9,13.7,5.4
202000,66000,9.7,352.4,5.9,13.7,5.4
202000,68000,5.8,273.3,7.9,11.1,4.5
202000,70000,6.8,370.4,12.8,11.5,6.3
202000,72000,6.9,403.1,15,11.5,8.5
202000,74000,7.5,365.2,9.7,2.3,8.3
202000,76000,7.5,365.2,9.7,4.5,8.3
202000,78000,7.5,365.2,9.7,9.1,8.3
202000,80000,8.1,375.7,8.5,17.6,4
202000,82000,2.2,90.2,1.7,1.7,1
202000,196000,0.8,93.4,0,39.3,0
202000,198000,5.8,244.8,3.6,0,0
202000,200000,5.9,273.2,6.1,4.7,1.5
202000,202000,8.8,387.5,7.4,2.8,4.6
202000,204000,6.8,283.4,4,102.8,4.1
202000,206000,1.5,170.9,5.2,15.4,16.4
202000,208000,2.9,341.9,10.4,15.4,32.8
202000,210000,8.9,333.9,3.7,35.4,7
202000,212000,5,310.9,7,33.1,14.9
202000,214000,5.4,392.7,9.4,14,22.5
202000,216000,6.9,306.1,2.8,27.4,2.5
202000,218000,9.2,408.2,3.8,27.4,3.3
202000,220000,8.6,459.1,5.1,75,4.7
202000,222000,4.9,667.4,3.9,9.4,4.2
202000,224000,6.7,374.6,3.4,0,2.7
202000,226000,9.8,358.1,5.1,0,1.7
202000,228000,8.7,300.7,2.7,127.9,0.1
202000,230000,7.7,324.8,0,135.4,0.2
202000,232000,5.6,240.2,4.9,98.9,0.4
202000,234000,6,320.4,4.7,30,5.9
202000,236000,9.3,297.8,0,131.1,7.7
202000,238000,12.2,279.4,5.7,0.2,7.3
204000,52000,8.3,216.5,3.7,0,2.1
204000,54000,8.7,226,3.7,0,2.2
204000,56000,9.4,245,3.5,0,2.2
204000,58000,9.4,245,3.5,0,2.2
204000,60000,11.9,319.1,2.4,102.5,4.2
204000,62000,9.7,352.4,5.9,13.7,5.4
204000,64000,9.7,352.4,5.9,13.7,5.4
204000,66000,9.3,273.3,5.2,11,3.9
204000,68000,0,0,0,0,0
204000,70000,3.5,217.9,8.6,0,5.3
204000,72000,7.1,501.2,21.4,3.8,15.1
204000,74000,6.8,431.3,15.9,12.9,8.4
204000,76000,7,363.3,10,13.6,5
204000,78000,7.8,364.1,8.9,8.5,7.2
204000,80000,8.7,360.9,6.6,6.7,3.9
204000,82000,8.7,360.9,6.6,6.7,3.9
204000,84000,9,346.3,4.9,88.7,2.2
204000,86000,4.7,165.9,3.1,0,0.3
204000,88000,0,0,0,0,0
204000,198000,7.7,296.2,11.4,9.3,4.3
204000,200000,10.9,410.2,9.7,47,4.7
204000,202000,8.2,416.2,6.8,15.1,2.1
204000,204000,8.2,416.2,6.8,7.5,2.1
204000,206000,4.9,240.8,5.3,31.6,10.2
204000,208000,5.9,454.8,8.2,70.9,17.9
204000,210000,8.9,333.9,3.7,35.4,7
204000,212000,2.8,227.4,6.1,24.3,13.1
204000,214000,2.7,196.3,4.7,9.4,11.3
204000,216000,8.9,378,3.6,32.2,5.3
204000,218000,8.9,378,3.6,32.2,5.3
204000,220000,8,510,6.5,47.6,6.2
204000,222000,7.2,498.1,5.3,21.5,14.7
204000,224000,8,292.2,5.2,10.3,11.4
204000,226000,8,284.6,4.4,6.8,5.8
204000,228000,4,138.5,1.8,0,0.1
204000,230000,7.2,325,0,112.5,0.3
204000,232000,6.3,297.1,14.7,27.3,6.9
204000,234000,6.4,231.6,2.8,35.6,9
204000,236000,11,286.4,0,136.8,8.6
204000,238000,9.5,206.3,3.9,0,7.1
204000,240000,3.2,162.8,2.8,0,6.7
204000,242000,1.6,81.4,1.4,0,3.3
206000,52000,2.8,72.2,1.2,0,0.7
206000,54000,5.5,144.3,2.5,0,1.4
206000,56000,7.3,222.2,6,0,5.9
206000,58000,9.8,296.2,7.9,0,7.9
206000,60000,9.8,296.2,4,98.3,7.9
206000,62000,9.2,311,4.6,9.6,4.4
206000,64000,9.1,252.6,4.5,8.9,3.4
206000,66000,4.5,97.1,2.2,4.1,1.2
206000,68000,7,428.3,10.5,4.1,9.2
206000,70000,7,446.5,13.2,6.9,10.7
206000,72000,7.1,501.2,21.4,3.8,15.1
206000,74000,6.5,361.5,10.3,4.6,1.7
206000,76000,6.5,361.5,10.3,18.2,1.7
206000,78000,12.2,416.4,8.3,13.6,10.8
206000,80000,13,403.8,6.4,7,7.3
206000,82000,6.5,270.7,5,5,2.9
206000,84000,9.2,339,6.3,1.7,1.4
206000,86000,7.1,248.8,4.7,0,0.4
206000,88000,9.4,331.7,6.2,0,0.5
206000,90000,2,96.7,3.4,0,0.2
206000,196000,0,0,0,0,0
206000,198000,11.4,405.4,12.3,0,4.7
206000,200000,12.5,413.9,7.2,34.5,7.1
206000,202000,9.3,415.6,6.9,8.6,3.4
206000,204000,6.2,259.4,4.4,0,2.5
206000,206000,8.4,310.6,5.4,65,3.9
206000,208000,6.2,438.9,9.6,63.1,10.1
206000,210000,7.6,320,6.8,34.1,5.7
206000,212000,4.4,393.9,17.9,33.8,15.7
206000,214000,4.7,169.3,1.5,7.1,5.3
206000,216000,9,343.2,3.3,7.1,9
206000,218000,8.7,347.9,3.5,14.6,7.4
206000,220000,5.3,274,4.7,13,14.1
206000,222000,6.7,395.2,5.3,12.2,17.9
206000,224000,8,516.4,6,36.5,21.6
206000,226000,8.5,288.8,5.5,12.2,6.2
206000,228000,13,319.4,4,114.4,1.7
206000,230000,5,244.1,0,82.7,6.8
206000,232000,6.4,325.7,0,109.2,13.4
206000,234000,6.4,325.7,4.2,27.3,13.4
206000,236000,11.1,287.8,2.7,71.2,10.4
206000,238000,11.1,287.8,5.3,0,10.4
206000,240000,6.4,325.7,5.6,0,13.4
206000,242000,4.8,244.2,4.2,0,10
208000,48000,2.8,72.2,1.2,0,0.7
208000,50000,5.5,144.3,2.5,0,1.4
208000,52000,8.3,216.5,3.7,0,2.1
208000,54000,8.3,216.5,3.7,0,2.1
208000,56000,10.7,290.6,5.7,0,4.1
208000,58000,9.3,316.5,7.7,1,7
208000,60000,8.9,336.8,7.4,2.1,6.1
208000,62000,8.4,323.5,5.1,4.8,3.8
208000,64000,9,194.2,4.4,8.2,2.4
208000,66000,13.5,291.3,6.6,12.3,3.6
208000,68000,6.7,327.8,5.4,1,10.8
208000,70000,7,428.3,10.5,4.1,9.2
208000,72000,4.2,175,2.7,0,2.2
208000,74000,4.8,268.6,4.8,0,2.1
208000,76000,4.3,289.8,5.6,0,1.7
208000,78000,10.6,380.7,6.9,7.4,10.2
208000,80000,15.2,395.6,4.1,0,2.6
208000,82000,15.6,406.7,4.8,1.7,3.1
208000,84000,10.7,355.2,5.7,101.7,3.6
208000,86000,8.6,331.8,7.8,14.3,1.3
208000,88000,8.4,373,11.6,0,0.6
208000,90000,2,96.7,3.4,0,0.2
208000,196000,5.7,202.7,6.2,0,2.4
208000,198000,9.9,378.9,12.5,76.7,6.4
208000,200000,7.3,336.4,9.8,29.6,9.8
208000,202000,8.4,293.2,7,31.6,6.6
208000,204000,9.3,238.1,5.9,46.5,3.6
208000,206000,11.9,357.5,4.2,73.4,2.5
208000,208000,10.5,342.6,3.7,46,3.2
208000,210000,10.7,332.2,1.9,83.2,3.2
208000,212000,6.1,185.2,1.4,0,3.1
208000,214000,11,320.8,2.7,17.2,11.5
208000,216000,9.3,338.6,3,9.3,10.6
208000,218000,8.9,345.5,3.6,9.7,8.6
208000,220000,8.2,305.8,3.9,13.7,15.3
208000,222000,10.6,321,2.9,13.7,19.1
208000,224000,12.3,336.6,2.3,31.3,20.8
208000,226000,11.1,253.5,6,10.4,7.7
208000,228000,13.8,336.3,0,162.4,8
208000,230000,7,157.8,0,94,3.4
208000,232000,6.4,325.7,0,109.2,13.4
208000,234000,6.4,325.7,4.2,27.3,13.4
208000,236000,6.4,325.7,2.8,54.6,13.4
208000,238000,5.4,265.4,4.8,5,10.5
208000,240000,5.4,265.4,4.8,5,10.5
208000,242000,6.4,325.7,5.6,0,13.4
208000,244000,2.7,103.6,2.6,0,1.8
210000,50000,5.5,144.3,2.5,0,1.4
210000,52000,11,288.7,4.9,0,2.8
210000,54000,4.4,276.3,11.2,0,27.1
210000,56000,4.4,301.6,10.6,6,21.2
210000,58000,6,283,5.2,3.1,3.2
210000,60000,7.1,377.4,7.4,9.1,4.1
210000,62000,4.2,377.6,8.8,24,3.6
210000,64000,4.9,220.7,2.8,0,8.5
210000,66000,4.9,220.7,2.8,0,8.5
210000,68000,4.9,220.7,2.8,0,8.5
210000,70000,6.4,249.7,3.2,0,7.4
210000,72000,6.2,205,2.6,0,3.5
210000,74000,6.2,205,2,25.7,3.5
210000,76000,4.3,289.8,4.2,64.3,1.7
210000,78000,4.3,289.8,2.8,128.6,1.7
210000,80000,7.4,316.5,4.1,39.9,1.8
210000,82000,8.2,263.8,3.1,32.7,1.6
210000,84000,17.8,421.9,4.2,38.3,2.8
210000,86000,7.7,277.1,5.2,16.1,3.7
210000,88000,7.7,277.1,5.2,8.1,3.7
210000,90000,7.8,289.3,5.7,0,3
210000,92000,4,162.9,3.6,0,0.6
210000,198000,5.6,299.4,12.9,0,11.6
210000,200000,6.7,355.5,7.9,35.3,12.3
210000,202000,7.4,303.8,5.6,41.9,6.7
210000,204000,12,235.9,3.7,37.7,2.5
210000,206000,14.3,424.3,3,90.4,3.7
210000,208000,15.4,518.5,2.7,49.5,4.3
210000,210000,11.4,395.3,2.8,128.3,4.9
210000,212000,12.3,399.5,2.7,6.4,4.7
210000,214000,9,234.1,2.1,6.4,6.8
210000,216000,12,312.2,2.8,12.7,9.1
210000,218000,10.1,361.1,6.7,7.7,12
210000,220000,16.9,403.5,5.8,40.6,10
210000,222000,13.4,359.2,3.7,20.8,15.8
210000,224000,11.3,349.8,3.3,10.4,15.9
210000,226000,10.7,387.5,4.7,0,9.6
210000,228000,5.3,193.7,1.2,88.8,4.8
210000,230000,9.6,313.1,0,216.8,4.9
210000,232000,7.1,278.9,0,71.1,8.6
210000,234000,7.1,278.9,3.2,35.5,8.6
210000,236000,7.1,278.9,6.5,0,8.6
210000,238000,7.1,278.9,6.5,0,8.6
210000,240000,3.3,144.8,3.1,5,4.8
210000,242000,6.5,249.4,6.3,0,4.5
210000,244000,10.2,393.8,9.3,12.4,5.5
210000,246000,2.2,83,1.5,0,0.2
212000,50000,3,161.7,4.2,0,0.5
212000,52000,7.3,314.8,7.6,0,1.4
212000,54000,7.4,411.1,14.2,2.7,14.1
212000,56000,2.1,188.8,4.4,12,1.8
212000,58000,4.2,377.6,8.8,24,3.6
212000,60000,3.2,283.2,6.6,18,2.7
212000,62000,4.8,376.1,9.8,64.8,3
212000,64000,1.6,92.9,3.2,0,0.3
212000,66000,6.6,294.3,3.7,0,11.3
212000,68000,6.6,294.3,3.7,0,11.3
212000,70000,6.6,294.3,0,74.4,11.3
212000,72000,6.3,227.3,0,95.8,5.4
212000,74000,6.2,205,0.7,77.2,3.5
212000,76000,4.8,268.6,0,218.6,2.1
212000,78000,4.3,289.8,0,257.1,1.7
212000,80000,4,224,1,138.6,1.3
212000,82000,7.4,316.5,4.1,39.9,1.8
212000,84000,6.5,366.2,3.9,10,1.2
212000,86000,6.5,356.3,4.1,4,1.7
212000,88000,7.4,418.2,6.6,16.1,6.7
212000,90000,8.3,389.8,8.3,22.6,6.8
212000,92000,8,325.9,7.2,14.6,1.2
212000,94000,5,175.3,2.1,0,7.4
212000,96000,2.5,87.7,1,0,3.7
212000,198000,1.4,74.8,0,30.5,2.9
212000,200000,1.5,4.1,0.4,0,0
212000,202000,6.5,249.2,6.6,0,8.6
212000,204000,6.4,221.6,2.6,15.8,7.4
212000,206000,8.5,295.5,3.5,15.8,9.9
212000,208000,8.5,295.5,3.5,63.2,9.9
212000,210000,6.3,215.1,1.1,0,1.9
212000,212000,11.9,409.9,2.8,37.5,7.3
212000,214000,8.7,293.9,6.4,4.9,11.3
212000,216000,8.3,490.8,3.6,0,20.7
212000,218000,9.8,338.3,4,0,12.3
212000,220000,12.2,360,4.6,0,11.6
212000,222000,12.2,360,4.6,0,11.6
212000,224000,9.8,338.3,4,0,12.3
212000,226000,10.2,362.9,3.3,74.2,10.9
212000,228000,9.1,275.9,2.7,128,2.5
212000,230000,8.5,238.7,0,78.3,0.2
212000,232000,8,233.8,0,44.3,2.9
212000,234000,7.8,232.2,3.7,16.5,3.8
212000,236000,9,305.6,8.4,0,5.6
212000,238000,9.5,394.4,8.7,22.7,8.3
212000,240000,8,375.7,7.1,0,12.8
212000,242000,7.7,366.7,8.9,14.1,10.1
212000,244000,7.2,346.1,7.7,14.1,8.6
212000,246000,8.8,332.1,5.9,0,0.9
212000,248000,6.6,249.1,2.9,76.9,0.7
214000,50000,3,161.7,4.2,0,0.5
214000,52000,6,323.5,8.5,0,0.9
214000,54000,10.4,545.8,17.2,8.1,1
214000,56000,8.9,484.3,14.9,57.1,2.2
214000,58000,5.4,423.3,12.2,22.3,2.7
214000,60000,2.7,288.7,8.5,20.4,2.3
214000,62000,6.4,371.6,12.8,0,1.3
214000,64000,4.6,242.3,7.2,0,2.9
214000,66000,4.5,186.6,2.5,0,7.4
214000,68000,6,243.1,3.3,0,9.7
214000,70000,6.2,260.2,0.9,52.5,10.2
214000,72000,6.3,243.6,0.7,95.1,6
214000,74000,6.2,205,0,103,3.5
214000,76000,4.8,268.6,0,218.6,2.1
214000,78000,4.3,289.8,0,257.1,1.7
214000,80000,4.8,313,0,222.9,1.5
214000,82000,4.9,270.5,1,70.1,1
214000,84000,4.6,287,0,90.2,0.8
214000,86000,6.1,382.7,3.8,0,1
214000,88000,7.6,418.4,6.9,16.1,6.8
214000,90000,7.5,354.7,6.2,14.6,1.1
214000,92000,8.8,352.7,5.2,62.5,8
214000,94000,10.1,350.6,4.2,27.6,14.8
214000,96000,7.6,263,3.1,0,11.1
214000,98000,2.5,87.7,1,0,3.7
214000,196000,0,0,0,0,0
214000,202000,2.5,122.6,3.1,0,4.3
214000,206000,10.6,281.6,6.1,26.3,4.6
214000,208000,11.3,276.9,6.9,10.5,2.8
214000,210000,12.8,431.6,1.8,15.2,4.3
214000,212000,11.5,391.2,2.9,0,11.3
214000,214000,10.7,416.1,1.4,73.4,13.7
214000,216000,8.3,490.8,3.6,0,20.7
214000,218000,13.6,506.2,6.5,17.9,14.8
214000,220000,12.1,321.5,3.4,19.5,11.4
214000,222000,11.9,332.7,2,18.9,9.1
214000,224000,11.9,332.7,2,18.9,9.1
214000,226000,10.8,335.5,3,9.4,10.7
214000,228000,8.8,263.6,0,132.8,3.2
214000,230000,8.5,238.7,0,78.3,0.2
214000,232000,6.9,202.8,0,38,0.4
214000,234000,9.5,286.2,7.5,9.2,0.7
214000,236000,11.1,406.1,10.8,15.1,5.8
214000,238000,11.8,498.3,10.2,15.1,9.4
214000,240000,9.2,381.3,8.2,16.1,17.8
214000,242000,7.2,329.6,7.1,4,18.4
214000,244000,9.2,350.9,7,4,6.2
214000,246000,11.6,376.1,7.3,0,5.5
214000,248000,5.8,188.1,3.7,0,2.7
216000,50000,2.7,153.5,4.2,76,0.2
216000,52000,5.5,307,8.5,0,0.5
216000,54000,4.7,297.3,8.1,0,4.2
216000,56000,4.6,299.6,8,0,5.5
216000,58000,4.1,342.3,9.6,6.8,4.3
216000,60000,4.1,342.3,9.6,13.6,4.3
216000,62000,7.5,373.6,10.8,0,4.9
216000,64000,3.5,169.1,2.3,0,3.9
216000,66000,7.1,338.2,4.7,0,7.8
216000,68000,7.1,338.2,4.7,0,7.8
216000,70000,7.1,338.2,1.2,157.4,7.8
216000,72000,7.1,338.2,3.5,52.5,7.8
216000,74000,6.4,238.3,0,129.7,4.6
216000,76000,6.5,318,0.6,160.8,6.2
216000,78000,5.4,303.9,0,235.7,3.9
216000,80000,6.5,318,0,214.3,6.2
216000,82000,6.9,370.8,2.7,123.3,3.4
216000,84000,6.4,392.9,4.2,8.1,0.9
216000,86000,6.1,382.7,3.8,0,1
216000,88000,6.7,383.3,4.8,20.3,1.1
216000,90000,6.9,383.5,5.1,20.3,1.1
216000,92000,6.9,383.5,5.1,60.9,1.1
216000,94000,9.8,361.3,4.5,67.9,11.4
216000,96000,10.1,350.6,4.2,55.2,14.8
216000,98000,5,175.3,2.1,27.6,7.4
216000,206000,2.8,69.2,1.7,0,0.7
216000,208000,11.3,276.9,6.9,21.1,2.8
216000,210000,17.1,386.9,7.4,0,2.3
216000,212000,11.5,391.2,2.9,0,11.3
216000,214000,11.5,391.2,2.2,29,11.3
216000,216000,8.3,490.8,2.7,44.5,20.7
216000,218000,13.3,361.9,5.2,17.4,12
216000,220000,12.3,310.3,4.9,20.1,13.7
216000,222000,11,365.3,3.4,23.2,10.9
216000,224000,8.1,282.2,2.9,18.5,8.6
216000,226000,11.9,332.7,2,18.9,9.1
216000,228000,11.7,327.6,2.7,25.7,5
216000,230000,5.4,152,0,119.6,1.4
216000,232000,9.7,271.4,5.3,119.6,1.5
216000,234000,9.2,350.8,8.1,3,2.5
216000,236000,9.1,383.1,7.2,6,3.5
216000,238000,9.8,361.4,5.6,12.6,4.9
216000,240000,10.7,307.4,4.9,6.6,5.4
216000,242000,9.3,320.2,6,22.7,12.8
216000,244000,14.4,420.1,8.8,0,10
216000,246000,10.8,315.1,6.6,0,7.5
216000,248000,5.1,210.7,5.2,22.9,0.3
216000,250000,5.1,210.7,5.2,0,0.3
218000,50000,5,290.6,8.5,0,0
218000,52000,5,290.6,8.5,0,0
218000,54000,8,473.8,8.2,0,9.7
218000,56000,5.4,343.1,8,0,6.6
218000,58000,4.9,320.4,8.1,0,7.8
218000,60000,4.4,243.7,6.2,0,4.9
218000,62000,8.6,375.6,8.8,23.3,8.6
218000,64000,2.9,106.5,2,0,2.1
218000,66000,5.3,253.6,3.5,0,5.9
218000,68000,7.1,338.2,3.5,52.5,7.8
218000,70000,5.3,253.6,3.5,0,5.9
218000,72000,7.1,338.2,1.2,157.4,7.8
218000,74000,7.1,338.2,3.5,52.5,7.8
218000,76000,6.6,323,2.3,53.6,6.6
218000,78000,6.5,318,1.1,107.2,6.2
218000,80000,6.5,318,0,214.3,6.2
218000,82000,6.7,344.4,2.5,61.7,4.8
218000,84000,7,413.3,5,24.2,0.7
218000,86000,4.9,297.2,3.3,8.1,0.6
218000,88000,5.7,265.4,3.6,0,0.3
218000,90000,8.8,393.1,5.5,12.7,1.1
218000,92000,8.7,391.1,6.4,30.5,4.2
218000,94000,8.5,387.1,8.1,12.7,10.6
218000,96000,9.6,358.3,6.2,0,14.5
218000,98000,9.9,348.7,5.8,59.2,14.8
218000,100000,2.5,87.2,1.4,0,3.7
218000,206000,4.3,203.3,1.4,82.8,6.3
218000,208000,4.3,96.7,1.8,37.8,0.6
218000,210000,12.9,396.7,6.4,0,7.5
218000,212000,8.7,406.6,5.4,0,12.6
218000,214000,14.2,461,7.7,11.1,18.4
218000,216000,10.8,394.6,3.8,13.8,11.9
218000,218000,10.2,398,4.7,27.6,12.6
218000,220000,11.3,354.1,4.8,23.8,13.1
218000,222000,10.2,398,4.7,27.6,12.6
218000,224000,10.2,398,4.7,27.6,12.6
218000,226000,11.4,349,2.7,21,10
218000,228000,12.9,360.2,3.9,6.8,6.3
218000,230000,13.2,369.4,4.5,2.8,5.4
218000,232000,11.7,346.7,5.6,2.1,4.7
218000,234000,11.1,303.9,7.5,12.2,1.3
218000,236000,13.7,346.9,8,12.2,6.7
218000,238000,12.6,340,8,3.8,11.9
218000,240000,12.5,276.7,2.6,14.7,7
218000,242000,9.8,199.8,1.4,11.4,5.6
218000,244000,12.2,349.3,4.5,73.2,8.4
218000,246000,9.8,298.9,6.4,0,7
218000,248000,13.3,420.4,9.2,22.9,7.7
218000,250000,10.3,421.4,10.4,22.9,0.6
220000,50000,3.7,217.9,6.4,0,0
220000,52000,6.5,382.2,8.3,24.3,4.8
